time,type,amount,sender,balance_before,balance_after,receiver,isFraud
193,TRADE,9255,828493,39515,30260,698419,0
193,TRADE,8440,1147902,26352,17912,1107330,0
193,TRADE,4987,136402,12696,7709,477122,0
193,TRADE,200,159610,31109,30909,1161539,0
193,ISSUE,7476,0,4601,12077,953701,0
193,ISSUE,9092,0,25677,34769,24578,0
193,ISSUE,51498,0,573990,625488,648460,1
193,TRADE,476808,648460,625488,148680,726207,1
193,REDEEM,143027,648460,148680,5653,0,1
193,TRADE,200,115869,21511,21311,262919,0
193,TRADE,743,68935,23471,22728,1107330,0
193,TRADE,4557,10804,15777,11220,260109,0
193,TRADE,200,170188,24761,24561,787684,0
193,TRADE,4691,405547,17165,12474,316305,0
193,TRADE,200,998116,86404,86204,984337,0
193,TRADE,200,799431,42594,42394,704250,0
193,TRADE,200,54536,35323,35123,1161539,0
193,TRADE,6040,1078536,14823,8783,698419,0
193,TRADE,200,412285,46568,46368,205155,0
193,TRADE,15426,915852,48366,32940,713184,0
193,TRADE,200,875121,20970,20770,670580,0
193,TRADE,22932,1154574,24420,1488,694769,0
193,ISSUE,19903,0,13905,33808,625587,0
193,ISSUE,7759,0,23892,31651,197386,0
193,ISSUE,200,0,101638,101838,332633,0
193,TRADE,200,371304,9996,9796,984337,0
193,TRADE,26145,374355,39037,12892,953701,0
193,TRADE,5231,205155,22013,16782,579604,0
193,TRADE,9592,1120959,42003,32411,115869,0
193,TRADE,202,689551,10614,10412,915852,0
193,TRADE,5450,1156990,36339,30889,1147902,0
193,TRADE,6136,316305,17692,11556,689551,0
193,TRADE,24261,950315,29006,4745,280481,0
193,TRADE,7843,921736,27039,19196,527692,0
194,TRADE,16209,921736,19196,2987,1161539,0
194,ISSUE,7202,0,90720,97922,492611,0
194,REDEEM,200,625587,33808,33608,0,0
194,TRADE,11522,412285,46368,34846,364533,0
194,TRADE,9322,28672,12430,3108,787684,0
194,TRADE,16130,337319,44302,28172,494330,0
194,TRADE,6521,280481,37518,30997,492611,0
194,TRADE,274,405547,12474,12200,364533,0
194,TRADE,13847,953701,38222,24375,49436,0
194,TRADE,3566,468524,35963,32397,828493,0
194,TRADE,15878,494330,28681,12803,875121,0
194,TRADE,200,49436,37353,37153,846592,0
194,TRADE,4602,527692,9210,4608,24578,0
194,TRADE,200,846592,12891,12691,309686,0
194,TRADE,200,612220,52316,52116,49436,0
194,REDEEM,268,1007410,7914,7646,0,0
194,TRADE,10813,1156990,30889,20076,672412,0
194,TRADE,200,2658,18782,18582,899253,0
194,TRADE,2736,1147902,23362,20626,1078536,0
194,TRADE,9440,946726,67643,58203,355253,0
194,TRADE,17688,861349,38299,20611,1161539,0
194,TRADE,200,316305,11556,11356,746335,0
194,TRADE,200,961119,1057,857,953701,0
194,TRADE,7180,1064559,7465,285,961119,0
194,REDEEM,14522,332633,101838,87316,0,0
194,TRADE,15676,31795,35264,19588,326708,0
194,TRADE,200,407736,767,567,873345,0
194,TRADE,200,337658,16977,16777,309686,0
194,TRADE,200,345135,3507,3307,42759,0
194,TRADE,200,1107330,23867,23667,899253,0
194,TRADE,200,374988,20170,19970,170188,0
194,TRADE,1260,713184,27085,25825,262919,0
194,TRADE,3558,998116,86204,82646,1154574,0
194,TRADE,200,786675,32948,32748,407736,0
194,REDEEM,200,984337,888,688,0,0
194,TRADE,235,367681,9147,8912,371304,0
194,TRADE,27745,297133,95841,68096,694769,0
194,TRADE,19267,1161539,51225,31958,329836,0
194,TRADE,4991,828493,33826,28835,24578,0
194,TRADE,200,24578,44362,44162,1064559,0
194,TRADE,7261,260109,25478,18217,217966,0
194,TRADE,8122,170188,24761,16639,1078536,0
194,TRADE,15519,799431,42394,26875,196302,0
194,TRADE,200,732474,25432,25232,260109,0
194,TRADE,5982,326708,31852,25870,732474,0
194,TRADE,200,54536,35123,34923,110160,0
194,TRADE,12729,915852,33142,20413,477122,0
194,TRADE,13011,364533,13853,842,1107330,0
194,REDEEM,12296,366968,47118,34822,0,0
194,TRADE,15291,115869,30903,15612,260109,0
194,TRADE,10829,197386,31651,20822,576773,0
194,TRADE,3798,689551,16548,12750,407736,0
194,TRADE,2811,788139,11746,8935,280481,0
194,TRADE,12575,875121,36648,24073,420222,0
194,ISSUE,14023,0,38904,52927,746335,0
194,TRADE,19084,355253,29866,10782,1156990,0
195,TRADE,200,197386,20822,20622,899253,0
195,TRADE,13053,799431,26875,13822,332633,0
195,TRADE,6495,49436,37353,30858,196302,0
195,TRADE,200,28672,3108,2908,280481,0
195,TRADE,20072,1120959,32411,12339,170188,0
195,TRADE,200,915852,20413,20213,1161807,0
195,TRADE,200,115869,15612,15412,1120959,0
195,TRADE,23685,1156990,39160,15475,37837,0
195,TRADE,200,787684,17798,17598,786675,0
195,TRADE,29044,732474,31214,2170,205155,0
195,TRADE,200,625587,33608,33408,136402,0
195,TRADE,200,494330,12803,12603,42759,0
195,TRADE,4634,899253,19947,15313,374988,0
195,TRADE,3511,828493,28835,25324,355253,0
195,TRADE,16208,792888,23091,6883,828493,0
195,TRADE,200,37837,25215,25015,694769,0
195,REDEEM,9894,953701,24575,14681,0,0
195,TRADE,19210,332633,100369,81159,625587,0
195,TRADE,7882,704250,23723,15841,347175,0
195,TRADE,12489,468524,32397,19908,374988,0
195,TRADE,10997,1147902,20626,9629,49436,0
195,TRADE,200,961119,8037,7837,1064559,0
195,TRADE,200,1107330,36678,36478,371304,0
195,TRADE,20166,786675,32948,12782,946726,0
195,TRADE,1361,672412,72148,70787,280481,0
195,TRADE,4258,861349,20611,16353,326708,0
195,TRADE,200,694769,83445,83245,680172,0
195,TRADE,12457,2658,18582,6125,196302,0
195,TRADE,5974,316305,11356,5382,367681,0
195,TRADE,4308,579604,5852,1544,612220,0
195,TRADE,10720,170188,36711,25991,786675,0
195,TRADE,200,1161539,31958,31758,297133,0
195,TRADE,9187,337658,16777,7590,648460,0
195,TRADE,13730,698419,15472,1742,787684,0
195,TRADE,24317,196302,45738,21421,309686,0
195,TRADE,11083,159610,30909,19826,405547,0
195,TRADE,11797,366968,34822,23025,1161539,0
195,TRADE,200,347175,47508,47308,42759,0
195,TRADE,200,262919,3224,3024,672412,0
195,TRADE,200,873345,48331,48131,468524,0
195,TRADE,200,875121,24073,23873,54536,0
195,REDEEM,17003,326708,30128,13125,0,0
195,TRADE,1294,345135,3307,2013,316305,0
195,TRADE,200,260109,33708,33508,899253,0
195,TRADE,26805,54536,35123,8318,68935,0
195,TRADE,5248,586003,9877,4629,732474,0
195,ISSUE,200,0,68296,68496,297133,0
195,TRADE,7199,107694,32533,25334,31795,0
195,TRADE,200,24578,44162,43962,217966,0
195,TRADE,16890,412285,34846,17956,366968,0
195,TRADE,200,10804,11220,11020,746335,0
195,REDEEM,736,405547,23283,22547,0,0
195,TRADE,200,280481,35369,35169,953701,0
195,ISSUE,16161,0,104443,120604,492611,0
195,TRADE,1859,68935,49533,47674,527692,0
195,TRADE,200,510675,8686,8486,828493,0
195,TRADE,303,713184,25825,25522,217966,0
195,ISSUE,4331,0,10231,14562,371304,0
195,TRADE,2007,746335,53127,51120,689551,0
196,TRADE,200,792888,6883,6683,42759,0
196,ISSUE,69732,0,71422,141154,825187,1
196,TRADE,115037,825187,141154,26117,648460,1
196,REDEEM,23602,825187,26117,2515,0,1
196,TRADE,4708,1147902,9629,4921,1107330,0
196,TRADE,8308,899253,15513,7205,468524,0
196,TRADE,200,576773,22650,22450,49436,0
196,TRADE,11133,786675,23502,12369,337658,0
196,TRADE,2640,332633,81159,78519,407736,0
196,TRADE,7067,136402,7909,842,196302,0
196,ISSUE,18402,0,30965,49367,309686,0
196,ISSUE,155853,0,129877,285730,648460,1
196,TRADE,250342,648460,285730,35388,825187,1
196,REDEEM,28598,648460,35388,6790,0,1
196,TRADE,11957,371304,14562,2605,915852,0
196,TRADE,16530,1161539,43555,27025,698419,0
196,ISSUE,200,0,56424,56624,612220,0
196,TRADE,16270,374988,37093,20823,689551,0
196,TRADE,10955,107694,25334,14379,672412,0
196,TRADE,5128,326708,13125,7997,197386,0
196,TRADE,200,407736,7205,7005,107694,0
196,TRADE,10412,1107330,41186,30774,366968,0
196,REDEEM,200,670580,219,19,0,0
196,TRADE,200,787684,31328,31128,625587,0
196,TRADE,200,579604,1544,1344,873345,0
196,REDEEM,5056,468524,28416,23360,0,0
196,TRADE,200,159610,19826,19626,110160,0
196,TRADE,200,196302,28488,28288,828493,0
196,TRADE,25188,347175,47308,22120,366968,0
196,TRADE,9386,337319,28172,18786,1007410,0
196,ISSUE,113013,0,479499,592512,726207,1
196,TRADE,586701,726207,592512,5811,825187,1
196,REDEEM,5220,726207,5811,591,0,1
196,TRADE,21820,366968,75515,53695,799431,0
196,TRADE,7953,337658,18723,10770,799431,0
196,TRADE,19767,68935,47674,27907,309686,0
196,TRADE,5932,197386,25750,19818,205155,0
196,REDEEM,10710,672412,81942,71232,0,0
196,TRADE,7483,510675,8486,1003,1154574,0
196,TRADE,200,694769,83245,83045,921736,0
196,TRADE,8622,873345,48331,39709,136402,0
196,TRADE,9651,998116,82646,72995,788139,0
196,TRADE,200,10804,11020,10820,316305,0
196,TRADE,200,280481,35169,34969,337319,0
196,TRADE,200,586003,4629,4429,364533,0
196,REDEEM,17797,477122,23588,5791,0,0
196,TRADE,200,364533,1042,842,494330,0
196,TRADE,1394,412285,17956,16562,1078536,0
196,TRADE,2795,732474,7418,4623,492611,0
196,ISSUE,21578,0,68496,90074,297133,0
196,TRADE,11152,946726,78369,67217,510675,0
196,TRADE,12681,875121,23873,11192,49436,0
196,REDEEM,2666,1078536,21035,18369,0,0
196,TRADE,200,42759,813,613,510675,0
196,TRADE,200,492611,123399,123199,586003,0
196,TRADE,5970,260109,33508,27538,946726,0
196,TRADE,12838,1156990,15475,2637,680172,0
196,TRADE,200,953701,14881,14681,54536,0
196,TRADE,16816,915852,32170,15354,197386,0
196,TRADE,200,28672,2908,2708,477122,0
196,ISSUE,4905,0,25991,30896,170188,0
196,TRADE,3440,625587,52818,49378,309686,0
196,REDEEM,1761,1154574,12529,10768,0,0
196,TRADE,5157,31795,26787,21630,966921,0
196,TRADE,10899,680172,20111,9212,355253,0
196,TRADE,975,788139,18586,17611,68935,0
196,TRADE,200,316305,6876,6676,115869,0
196,REDEEM,1095,355253,25192,24097,0,0
196,TRADE,900,49436,54736,53836,950315,0
196,TRADE,1472,37837,25015,23543,42759,0
197,TRADE,598,1161539,27025,26427,576773,0
197,TRADE,200,371304,2605,2405,732474,0
197,TRADE,200,799431,43595,43395,309686,0
197,TRADE,200,159610,19626,19426,477122,0
197,ISSUE,2304,0,4629,6933,586003,0
197,TRADE,10157,10804,10820,663,1107330,0
197,TRADE,200,110160,3423,3223,494330,0
197,TRADE,200,337319,18986,18786,217966,0
197,TRADE,423,188834,17219,16796,689551,0
197,TRADE,200,1078536,18369,18169,355253,0
197,TRADE,200,24578,43962,43762,367681,0
197,TRADE,200,364533,842,642,828493,0
197,TRADE,200,915852,15354,15154,107694,0
197,TRADE,12780,260109,27538,14758,799431,0
197,ISSUE,8348,0,47729,56077,329836,0
197,TRADE,200,672412,71232,71032,998116,0
197,TRADE,4937,873345,39709,34772,921736,0
197,ISSUE,200,0,30896,31096,170188,0
197,TRADE,200,494330,13003,12803,961119,0
197,TRADE,11669,946726,73187,61518,28672,0
197,ISSUE,200,0,7205,7405,899253,0
197,TRADE,11929,625587,49378,37449,1078536,0
197,TRADE,200,921736,8124,7924,625587,0
197,TRADE,973,405547,22547,21574,612220,0
197,TRADE,2345,115869,15612,13267,998116,0
197,TRADE,1868,37837,23543,21675,42759,0
197,TRADE,200,822605,5529,5329,873345,0
197,TRADE,200,1120959,12539,12339,355253,0
197,ISSUE,18862,0,75540,94402,998116,0
197,TRADE,9094,788139,17611,8517,510675,0
197,ISSUE,17818,0,20823,38641,374988,0
197,TRADE,200,355253,24497,24297,2658,0
197,TRADE,15410,347175,22120,6710,217966,0
197,TRADE,200,961119,8037,7837,648460,0
197,TRADE,14218,1107330,40931,26713,1147902,0
197,TRADE,200,1007410,17032,16832,625587,0
197,TRADE,21299,49436,53836,32537,2658,0
197,TRADE,200,407736,7005,6805,407736,0
197,TRADE,12690,197386,36634,23944,1078536,0
197,TRADE,200,332633,78519,78319,732474,0
197,TRADE,200,326708,7997,7797,477122,0
197,TRADE,12733,374355,12892,159,799431,0
197,TRADE,4382,1154574,10768,6386,494330,0
197,TRADE,200,2658,27624,27424,915852,0
197,TRADE,23208,217966,28474,5266,1161807,0
197,REDEEM,200,680172,9212,9012,0,0
197,TRADE,200,316305,6676,6476,371304,0
197,TRADE,200,107694,14779,14579,915852,0
197,TRADE,5360,612220,57597,52237,316305,0
197,TRADE,4953,309686,72774,67821,68935,0
197,TRADE,8897,68935,33835,24938,374355,0
197,TRADE,200,786675,12369,12169,107694,0
197,TRADE,613,787684,31128,30515,672412,0
197,TRADE,200,694769,83045,82845,374355,0
197,TRADE,2580,746335,51120,48540,746335,0
197,TRADE,8391,713184,25522,17131,527692,0
197,TRADE,200,698419,18272,18072,698419,0
197,TRADE,12165,492611,123199,111034,1161539,0
197,TRADE,3220,875121,11192,7972,367681,0
197,TRADE,4200,337658,10770,6570,732474,0
197,TRADE,4694,420222,13619,8925,680172,0
197,TRADE,7037,196302,28288,21251,477122,0
197,REDEEM,7497,953701,14681,7184,0,0
197,TRADE,200,861349,16353,16153,579604,0
197,TRADE,4699,828493,42132,37433,37837,0
197,TRADE,2635,732474,9223,6588,170188,0
198,TRADE,13973,787684,30515,16542,846592,0
198,TRADE,200,713184,17131,16931,950315,0
198,TRADE,200,1078536,42788,42588,196302,0
198,TRADE,200,347175,6710,6510,326708,0
198,TRADE,2952,159610,19426,16474,355253,0
198,TRADE,200,510675,21449,21249,374355,0
198,TRADE,6306,527692,14858,8552,337658,0
198,TRADE,200,915852,15554,15354,680172,0
198,TRADE,9690,1161539,38592,28902,374988,0
198,TRADE,19083,332633,78319,59236,1078536,0
198,TRADE,3804,694769,82845,79041,984337,0
198,TRADE,8718,861349,16153,7435,648460,0
198,TRADE,15839,31795,21630,5791,704250,0
198,TRADE,200,217966,5266,5066,420222,0
198,TRADE,2311,799431,68908,66597,10804,0
198,TRADE,13956,746335,51120,37164,364533,0
198,TRADE,14228,68935,24938,10710,746335,0
198,TRADE,200,107694,14779,14579,1007410,0
198,TRADE,9264,205155,51758,42494,205155,0
198,TRADE,3567,280481,34969,31402,1078536,0
198,TRADE,200,366968,53695,53495,828493,0
198,TRADE,16892,1147902,19139,2247,412285,0
198,TRADE,4912,37837,26374,21462,846592,0
198,TRADE,3128,921736,7924,4796,861349,0
198,REDEEM,200,412285,33454,33254,0,0
198,TRADE,200,345135,2013,1813,787684,0
198,TRADE,16082,24578,43762,27680,1154574,0
198,TRADE,200,998116,94402,94202,371304,0
198,REDEEM,6639,188834,16796,10157,0,0
198,REDEEM,200,420222,9125,8925,0,0
198,TRADE,4569,2658,27424,22855,1107330,0
198,TRADE,6522,899253,7405,883,262919,0
198,TRADE,200,326708,7997,7797,875121,0
198,TRADE,200,1120959,12339,12139,921736,0
198,TRADE,7317,115869,13267,5950,326708,0
198,TRADE,200,170188,33731,33531,915852,0
198,TRADE,11072,873345,34972,23900,680172,0
198,TRADE,200,732474,6588,6388,115869,0
198,TRADE,200,828493,37633,37433,468524,0
198,TRADE,4762,1161807,28544,23782,1154574,0
198,TRADE,8439,374355,9456,1017,799431,0
198,TRADE,8642,846592,31576,22934,260109,0
198,TRADE,200,260109,23400,23200,205155,0
198,TRADE,3016,494330,17185,14169,374355,0
198,REDEEM,1209,1107330,31282,30073,0,0
198,REDEEM,200,788139,8517,8317,0,0
198,TRADE,200,468524,23560,23360,527692,0
198,TRADE,17506,689551,31450,13944,670580,0
198,TRADE,200,612220,52237,52037,366968,0
198,ISSUE,200,0,56077,56277,329836,0
198,TRADE,4128,337658,12876,8748,1161807,0
198,TRADE,200,786675,12169,11969,10804,0
198,TRADE,4878,407736,7005,2127,1064559,0
198,TRADE,4931,576773,23048,18117,726207,0
198,TRADE,10452,704250,31680,21228,527692,0
198,TRADE,200,355253,27249,27049,732474,0
198,TRADE,200,49436,32537,32337,732474,0
198,TRADE,1057,309686,67821,66764,726207,0
198,TRADE,200,822605,5329,5129,746335,0
198,TRADE,200,54536,8518,8318,1161539,0
198,ISSUE,7070,0,21451,28521,196302,0
198,TRADE,200,680172,24978,24778,875121,0
198,TRADE,200,625587,37849,37649,921736,0
199,TRADE,200,732474,6788,6588,42759,0
199,TRADE,5455,297133,90074,84619,2658,0
199,TRADE,6295,329836,56277,49982,689551,0
199,TRADE,1916,405547,21574,19658,197386,0
199,TRADE,200,345135,1813,1613,260109,0
199,TRADE,11826,205155,51958,40132,316305,0
199,TRADE,200,217966,5066,4866,732474,0
199,TRADE,16497,170188,33531,17034,115869,0
199,TRADE,200,846592,22934,22734,1064559,0
199,TRADE,5591,698419,18272,12681,998116,0
199,TRADE,200,998116,99793,99593,625587,0
199,REDEEM,200,1107330,30073,29873,0,0
199,TRADE,4046,347175,6510,2464,873345,0
199,TRADE,10399,197386,25860,15461,188834,0
199,TRADE,18272,612220,52037,33765,1161807,0
199,TRADE,6284,953701,7184,900,374988,0
199,TRADE,1676,966921,5636,3960,961119,0
199,TRADE,18538,2658,28310,9772,407736,0
199,ISSUE,17643,0,27049,44692,355253,0
199,TRADE,6050,946726,61518,55468,713184,0
199,TRADE,6836,28672,14377,7541,966921,0
199,TRADE,10954,468524,23360,12406,799431,0
199,TRADE,11793,672412,71645,59852,407736,0
199,TRADE,200,316305,23662,23462,1156990,0
199,TRADE,8261,196302,28521,20260,54536,0
199,TRADE,10177,494330,14169,3992,494330,0
199,TRADE,1183,371304,2805,1622,494330,0
199,TRADE,19155,37837,21462,2307,704250,0
199,TRADE,15828,309686,66764,50936,612220,0
199,TRADE,200,828493,37433,37233,10804,0
199,ISSUE,19122,0,65238,84360,1078536,0
199,TRADE,3175,280481,31402,28227,367681,0
199,TRADE,20464,680172,24778,4314,345135,0
199,TRADE,4491,1154574,27230,22739,31795,0
199,TRADE,200,1007410,17032,16832,364533,0
199,REDEEM,8801,159610,16474,7673,0,0
199,TRADE,200,326708,15114,14914,42759,0
199,TRADE,5973,68935,10710,4737,792888,0
199,TRADE,200,364533,14798,14598,326708,0
199,TRADE,7069,477122,13428,6359,297133,0
199,TRADE,200,713184,22981,22781,672412,0
199,TRADE,200,492611,111034,110834,612220,0
199,ISSUE,155545,0,6579,162124,726207,1
199,TRADE,149943,726207,162124,12181,825187,1
199,REDEEM,9112,726207,12181,3069,0,1
199,TRADE,200,792888,12656,12456,260109,0
199,TRADE,7908,49436,32337,24429,732474,0
199,TRADE,3193,527692,19204,16011,1161539,0
199,TRADE,3213,1161807,46182,42969,196302,0
199,TRADE,8570,799431,85990,77420,492611,0
199,TRADE,200,787684,16742,16542,468524,0
199,REDEEM,200,510675,21249,21049,0,0
199,TRADE,200,260109,23600,23400,612220,0
199,TRADE,4742,24578,27680,22938,326708,0
199,TRADE,7850,332633,59236,51386,494330,0
199,TRADE,200,1147902,2247,2047,170188,0
199,REDEEM,6973,875121,8372,1399,0,0
199,TRADE,1886,374988,54615,52729,260109,0
199,TRADE,200,412285,33254,33054,861349,0
199,TRADE,6164,1120959,12139,5975,107694,0
199,ISSUE,20272,0,5196,25468,921736,0
199,TRADE,11204,873345,27946,16742,366968,0
199,TRADE,8267,188834,20556,12289,732474,0
199,TRADE,200,788139,8317,8117,54536,0
199,TRADE,3387,407736,32458,29071,196302,0
199,TRADE,6031,420222,8925,2894,477122,0
199,ISSUE,44185,0,15708,59893,648460,1
199,TRADE,54049,648460,59893,5844,648460,1
199,REDEEM,52976,648460,59893,6917,0,1
199,TRADE,10109,625587,37849,27740,2658,0
199,TRADE,13404,746335,51592,38188,694769,0
199,ISSUE,15458,0,22647,38105,115869,0
199,TRADE,200,670580,17525,17325,846592,0
199,TRADE,13195,337319,18786,5591,1107330,0
200,TRADE,4703,576773,18117,13414,527692,0
200,TRADE,200,915852,15554,15354,371304,0
200,ISSUE,25250,0,16542,41792,787684,0
200,REDEEM,14057,713184,22781,8724,0,0
200,ISSUE,200,0,10763,10963,861349,0
200,TRADE,200,799431,77420,77220,1161807,0
200,TRADE,200,110160,3223,3023,732474,0
200,TRADE,16189,494330,23202,7013,953701,0
200,TRADE,14621,407736,29071,14450,280481,0
200,TRADE,845,412285,33054,32209,347175,0
200,TRADE,18421,326708,19856,1435,1107330,0
200,TRADE,17343,492611,119404,102061,197386,0
200,TRADE,334,262919,9546,9212,347175,0
200,TRADE,14630,260109,25286,10656,579604,0
200,TRADE,200,1147902,2047,1847,412285,0
200,TRADE,200,420222,2894,2694,672412,0
200,TRADE,32908,205155,40132,7224,861349,0
200,REDEEM,7856,510675,21049,13193,0,0
200,TRADE,3467,1161807,43169,39702,961119,0
200,TRADE,200,625587,27740,27540,477122,0
200,TRADE,11787,115869,38105,26318,625587,0
200,TRADE,5126,405547,19658,14532,787684,0
200,TRADE,200,170188,17234,17034,527692,0
200,TRADE,4687,698419,12681,7994,309686,0
200,REDEEM,200,366968,64899,64699,0,0
200,TRADE,200,998116,99593,99393,49436,0
200,TRADE,3669,374988,52729,49060,788139,0
200,TRADE,25129,196302,26860,1731,612220,0
200,TRADE,13670,355253,44692,31022,828493,0
200,TRADE,200,1064559,5763,5563,953701,0
200,TRADE,200,946726,55468,55268,586003,0
200,TRADE,200,28672,7541,7341,367681,0
200,TRADE,7037,1161539,32295,25258,689551,0
200,TRADE,3351,468524,12606,9255,2658,0
200,TRADE,5442,337658,8748,3306,899253,0
200,ISSUE,13063,0,17325,30388,670580,0
200,TRADE,27600,309686,55623,28023,2658,0
200,TRADE,200,49436,24629,24429,492611,0
200,TRADE,200,345135,22077,21877,625587,0
200,TRADE,6615,828493,50903,44288,10804,0
200,TRADE,200,54536,16779,16579,136402,0
200,TRADE,3037,586003,7133,4096,648460,0
200,TRADE,16900,746335,38188,21288,726207,0
200,TRADE,8740,2658,50832,42092,42759,0
200,TRADE,1184,31795,10282,9098,494330,0
200,TRADE,11895,367681,21681,9786,680172,0
200,TRADE,13907,316305,23462,9555,861349,0
200,TRADE,5828,694769,92445,86617,337319,0
200,REDEEM,5160,704250,40383,35223,0,0
200,TRADE,200,10804,9989,9789,364533,0
200,TRADE,200,672412,60252,60052,713184,0
200,TRADE,200,680172,16209,16009,1154574,0
200,TRADE,3861,822605,5129,1268,68935,0
200,TRADE,200,1078536,84360,84160,374355,0
200,TRADE,200,136402,9664,9464,625587,0
200,TRADE,14834,612220,75122,60288,347175,0
200,TRADE,200,1007410,16832,16632,726207,0
200,TRADE,1697,1120959,5975,4278,37837,0
200,TRADE,942,899253,6325,5383,792888,0
200,TRADE,6204,280481,42848,36644,24578,0
200,TRADE,5738,68935,8598,2860,115869,0
200,TRADE,4307,107694,20743,16436,1078536,0
200,TRADE,200,477122,12590,12390,828493,0
200,TRADE,200,1154574,22939,22739,1161807,0
200,ISSUE,200,0,29142,29342,24578,0
201,TRADE,5439,1107330,61489,56050,579604,0
201,REDEEM,200,10804,9789,9589,0,0
201,TRADE,1031,217966,4866,3835,786675,0
201,TRADE,5505,159610,7673,2168,792888,0
201,TRADE,200,732474,23163,22963,42759,0
201,TRADE,383,799431,77220,76837,612220,0
201,TRADE,200,329836,49982,49782,726207,0
201,TRADE,200,42759,13293,13093,1078536,0
201,TRADE,3365,915852,15354,11989,625587,0
201,TRADE,1188,786675,13000,11812,873345,0
201,TRADE,200,998116,99393,99193,217966,0
201,TRADE,200,527692,20914,20714,54536,0
201,TRADE,200,468524,9255,9055,612220,0
201,TRADE,200,576773,13414,13214,337319,0
201,TRADE,11404,405547,14532,3128,309686,0
201,TRADE,200,260109,10656,10456,205155,0
201,TRADE,200,792888,18903,18703,337319,0
201,TRADE,3568,188834,12289,8721,1078536,0
201,TRADE,200,1156990,2837,2637,1064559,0
201,TRADE,4893,873345,17930,13037,366968,0
201,REDEEM,200,355253,31022,30822,0,0
201,TRADE,6217,625587,43092,36875,420222,0
201,TRADE,200,698419,7994,7794,371304,0
201,TRADE,27990,412285,32409,4419,366968,0
201,TRADE,200,788139,11786,11586,107694,0
201,ISSUE,18263,0,21288,39551,746335,0
201,TRADE,21374,297133,91688,70314,309686,0
201,ISSUE,11805,0,11819,23624,337319,0
201,TRADE,10090,170188,17034,6944,586003,0
201,TRADE,16853,946726,55268,38415,374355,0
201,TRADE,777,24578,29342,28565,2658,0
201,TRADE,8417,115869,32056,23639,825187,0
201,TRADE,11696,921736,25468,13772,468524,0
201,TRADE,200,953701,17289,17089,54536,0
201,TRADE,442,366968,97582,97140,115869,0
201,TRADE,200,966921,10796,10596,672412,0
201,TRADE,438,680172,16009,15571,367681,0
201,TRADE,1955,579604,21613,19658,786675,0
201,TRADE,32405,309686,60801,28396,953701,0
201,REDEEM,2398,1064559,5763,3365,0,0
201,ISSUE,1858,0,51386,53244,332633,0
201,TRADE,200,31795,9098,8898,37837,0
201,REDEEM,9580,492611,102261,92681,0,0
201,TRADE,8257,1007410,16632,8375,984337,0
201,TRADE,8873,961119,12980,4107,1064559,0
201,TRADE,5908,672412,60252,54344,367681,0
201,TRADE,15931,670580,30388,14457,946726,0
201,ISSUE,12557,0,32804,45361,197386,0
201,REDEEM,200,136402,9464,9264,0,0
201,REDEEM,200,689551,27276,27076,0,0
201,ISSUE,8828,0,86617,95445,694769,0
201,TRADE,13169,1161807,39902,26733,579604,0
201,REDEEM,3368,347175,18477,15109,0,0
202,TRADE,200,861349,57778,57578,672412,0
202,TRADE,200,732474,22963,22763,420222,0
202,TRADE,200,1078536,92235,92035,946726,0
202,TRADE,9144,953701,49494,40350,110160,0
202,ISSUE,12888,0,46918,59806,787684,0
202,TRADE,9779,332633,53244,43465,1078536,0
202,REDEEM,23215,366968,97140,73925,0,0
202,TRADE,2114,510675,13193,11079,309686,0
202,TRADE,200,326708,1435,1235,746335,0
202,TRADE,200,28672,7341,7141,42759,0
202,REDEEM,200,371304,2022,1822,0,0
202,TRADE,522,670580,14457,13935,698419,0
202,ISSUE,89879,0,9954,99833,648460,1
202,TRADE,83513,648460,99833,16320,726207,1
202,REDEEM,11564,648460,16320,4756,0,1
202,TRADE,200,492611,92681,92481,788139,0
202,TRADE,200,31795,8898,8698,899253,0
202,TRADE,200,68935,2860,2660,732474,0
202,ISSUE,15181,0,4278,19459,1120959,0
202,TRADE,200,899253,5583,5383,786675,0
202,TRADE,16026,828493,44488,28462,262919,0
202,TRADE,10012,110160,12167,2155,946726,0
202,TRADE,200,873345,13037,12837,407736,0
202,TRADE,9001,364533,14798,5797,420222,0
202,TRADE,10846,1107330,56050,45204,28672,0
202,TRADE,200,786675,13967,13767,494330,0
202,TRADE,200,799431,76837,76637,326708,0
202,TRADE,1995,950315,5845,3850,49436,0
202,TRADE,12764,262919,25238,12474,1161807,0
202,TRADE,200,704250,35223,35023,492611,0
202,TRADE,200,527692,20714,20514,345135,0
202,TRADE,5628,694769,95445,89817,746335,0
202,TRADE,200,297133,70314,70114,576773,0
202,TRADE,200,788139,11786,11586,492611,0
202,ISSUE,7053,0,13293,20346,42759,0
202,TRADE,8045,946726,64558,56513,579604,0
202,TRADE,4629,197386,45361,40732,477122,0
202,TRADE,9006,468524,20751,11745,788139,0
202,TRADE,6502,494330,8397,1895,787684,0
202,ISSUE,10524,0,7424,17948,205155,0
202,TRADE,23378,374988,49060,25682,24578,0
202,TRADE,12433,746335,45379,32946,786675,0
202,TRADE,8938,329836,49782,40844,1156990,0
202,TRADE,380,420222,18112,17732,28672,0
202,TRADE,11324,49436,26424,15100,355253,0
202,TRADE,200,713184,8924,8724,966921,0
202,TRADE,2128,355253,42146,40018,10804,0
202,TRADE,9778,345135,22077,12299,329836,0
